tile,RUBCNL,x,y,path,../models/res18/RUBCNL_Res18/Res18_1000_ep_29.pt,../models/res18/res18_ciga_freeze/Res18_ep_29.pt,../models/res18/RUBCNL_Res18_freeze/Res18_1000_ep_29.pt,../models/res18/RUBCNL_Res18_random/Res18_1000_ep_29.pt,../models/res18/RUBCNL_Res18_ciga/Res18_ep_29.pt,../models/res18/RUBCNL_Res18_ciga_drop/Res18Dropout_ep_29.pt,../models/res18/res18_iced_e29.pt,../models/res18/res18_not_iced_e29.pt,../models/res50/RUBCNL_HLR_Res50slim/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_ice/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_optim_ice/RUBCNL_HLR_Res50slim_optim_ice15072024_ep_26_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50_Drop/24072024_ep_29_lr_0.0005resnet.pt,../remote_models/res50/RUBCNL_Res50/MyNet2_ep_29.pt,../models/res50/RUBCNL_Res50_random/Res50_1000_ep_29.pt,../models/res50/RUBCNL_Res50_freeze/MyNet2_ep_29.pt,../models/res50/RUBCNL_Res50_drop_freeze/Res50Dropout_ep_29.pt,../models/vgg13/dropout/VGG13_Dropout_ep_29.pt,../models/vgg13/base_model/VGG13_ep_29.pt,../models/vgg13/random_weights/VGG13_ep_29.pt
p009_72_0.tiff,-0.1566115733977054,11310,78,../../Training_Data/p009/Tiles_156/p009_72_0.tiff,0.0161640737205743,-0.3986569344997406,0.0713421180844307,-0.6334831714630127,-0.029009623453021,0.0228712670505046,0.0292526707053184,0.0494849532842636,-0.11609947681427,0.1003291010856628,0.0309073384851217,-0.0317549332976341,-0.234311506152153,-0.5640431642532349,-0.3812599182128906,-0.2358478456735611,-0.1992528140544891,0.0241837296634912,-0.019525397568941116
p009_73_0.tiff,-0.3335586878123181,11466,78,../../Training_Data/p009/Tiles_156/p009_73_0.tiff,0.0024295188486576,-0.482249915599823,0.1544667482376098,-0.7709473371505737,-0.8089680671691895,-0.5170451402664185,-0.0664467439055442,-0.8329113721847534,-0.9242632389068604,-0.3441437482833862,-0.3184296786785126,-0.2804595828056335,-0.3570446372032165,-0.5763207077980042,-0.408253937959671,-0.1259796619415283,-0.1196619942784309,0.028229858726263,-0.014267517253756523
p009_74_0.tiff,-7.824455587304898e-05,11622,78,../../Training_Data/p009/Tiles_156/p009_74_0.tiff,-0.0101422052830457,0.0672726333141326,-0.0073532667011022,-0.5495468974113464,0.1942948400974273,-0.0386061929166317,-0.40683114528656,-0.4657733738422394,-0.1769386082887649,-0.0861256495118141,-0.1009593456983566,0.0275594014674425,0.2121811956167221,-0.8233115673065186,-0.6894928812980652,-0.2114507853984832,-0.1530096679925918,0.0225282330065965,-0.012750646099448204
p009_75_0.tiff,-0.7764939463172907,11778,78,../../Training_Data/p009/Tiles_156/p009_75_0.tiff,-0.0069589894264936,-0.1591171473264694,0.0372958555817604,-0.6134710907936096,-0.6587099432945251,-0.1751106679439544,-0.5785005688667297,-0.7230640649795532,-0.8770707845687866,-0.7408955693244934,-0.8016247153282166,0.0928076803684234,-0.945688545703888,-0.7215008735656738,-0.2621679306030273,-0.0684725120663642,-0.0934454649686813,0.01767423376441,-0.016184905543923378
p009_76_0.tiff,0.1402681912435205,11934,78,../../Training_Data/p009/Tiles_156/p009_76_0.tiff,0.0166630540043115,-0.2888837158679962,0.1257798373699188,-0.8464149832725525,-0.2164190262556076,-0.2543866336345672,-0.1448432654142379,-0.7729278802871704,-0.2759739458560943,-0.2539190649986267,-0.2391014993190765,-0.2174278497695922,0.2574349343776703,-0.7384567260742188,-0.5789902210235596,-0.2004540115594864,-0.0992966070771217,0.0191589314490556,-0.015404285863041878
p009_77_0.tiff,-7.824455587304898e-05,12090,78,../../Training_Data/p009/Tiles_156/p009_77_0.tiff,0.0073374025523662,-0.5958799719810486,0.0807581096887588,-1.194792628288269,-0.9498430490493774,-0.4774055778980255,-0.5142642855644226,-0.7143977284431458,-0.694457471370697,-0.5445017218589783,-0.7177523374557495,-0.1763570606708526,0.0720758140087127,-0.5996415019035339,-0.625368595123291,-0.3380946218967438,-0.3349392116069793,0.0257400218397378,-0.012967083603143692
p009_78_0.tiff,0.2674636469266744,12246,78,../../Training_Data/p009/Tiles_156/p009_78_0.tiff,0.0015387367457151,-0.8752050399780273,0.1351999044418335,-1.169832706451416,-0.2210736125707626,-0.398152619600296,-0.6975632309913635,-0.8159038424491882,-0.3980225324630737,-0.7214787006378174,-0.6643737554550171,-0.4599577784538269,0.3868835568428039,-0.567994236946106,-0.4129791557788849,-0.1449683010578155,-0.5194590091705322,0.0248560830950737,-0.018021205440163612
p009_79_0.tiff,0.1402681912435205,12402,78,../../Training_Data/p009/Tiles_156/p009_79_0.tiff,0.0282073598355054,-0.520558774471283,-0.2094299495220184,-0.545279860496521,-0.1936650276184082,-0.1068483144044876,-0.7672661542892456,-0.7902571558952332,-0.8630920052528381,-0.3376064300537109,-0.3428900241851806,-0.2555394768714905,0.224628672003746,-0.2258422374725341,-0.3818653523921966,-0.1362741440534591,-0.2878490090370178,0.0293382946401834,-0.019989846274256706
p009_80_0.tiff,-0.5370539263155837,12558,78,../../Training_Data/p009/Tiles_156/p009_80_0.tiff,0.0242804903537035,-0.5335388779640198,0.143341451883316,-1.1685460805892944,-0.7993281483650208,-0.2053736895322799,-0.7530478239059448,-0.7263835072517395,-0.9371356964111328,-0.5184656381607056,-0.5418999195098877,-0.4285972118377685,-0.4511428475379944,-0.8837416172027588,-0.4040896892547607,-0.2690015435218811,-0.3678035736083984,0.0353029519319534,-0.019191216677427292
p009_81_0.tiff,-0.7764939463172907,12714,78,../../Training_Data/p009/Tiles_156/p009_81_0.tiff,-0.0008813478052616,-0.4324855804443359,0.0309008564800024,-0.9548547267913818,-0.8707054853439331,-0.3856473863124847,-0.769273579120636,-0.7828240990638733,-0.870273232460022,-0.2669742703437805,-0.2627952098846435,-0.3833174705505371,-0.8550556302070618,-1.115119218826294,-0.0915522947907447,-0.1249584853649139,-0.133918285369873,0.0282330848276615,-0.014067834243178368
p009_82_0.tiff,0.383763112976059,12870,78,../../Training_Data/p009/Tiles_156/p009_82_0.tiff,-0.0074689872562885,-0.6204588413238525,0.0511579290032386,-0.8195096254348755,-0.0570721477270126,-0.3116815984249115,-0.4326961636543274,-0.5821807384490967,-0.3954829275608063,-0.4466981887817383,-0.4832423031330108,-0.4478915929794311,0.5224485993385315,-0.5052506923675537,-0.3479118943214416,-0.2454229444265365,-0.2154487371444702,0.0221029222011566,-0.014906448312103748
p009_83_0.tiff,-7.824455587304898e-05,13026,78,../../Training_Data/p009/Tiles_156/p009_83_0.tiff,-0.0030317474156618,-0.4732502102851867,0.1308141648769378,-1.226852297782898,-0.9785850048065186,-0.3600427806377411,-0.6186109781265259,-0.5927503108978271,-0.7726584672927856,-0.6687638759613037,-0.7321232557296753,-0.0441406294703483,0.0177813917398452,-0.9783397316932678,-0.2536852657794952,-0.0766730010509491,-0.0436802878975868,0.0243834983557462,-0.0157308466732502
p009_84_0.tiff,-1.0673601870720553,13182,78,../../Training_Data/p009/Tiles_156/p009_84_0.tiff,-0.0056624449789524,-0.6473362445831299,0.1865719109773636,-0.9614672660827636,-0.7879400253295898,-0.4195157289505005,-0.7923261523246765,-0.659454882144928,-0.6959671974182129,-0.6682732105255127,-0.6268158555030823,-0.2286997437477111,-1.0180755853652954,-1.1370322704315186,-1.0506364107131958,-0.3902757465839386,-0.1920918822288513,0.0236124657094478,-0.020011277869343758
p009_85_0.tiff,0.4908868212865889,13338,78,../../Training_Data/p009/Tiles_156/p009_85_0.tiff,-0.0237923432141542,-0.7830074429512024,0.1657986640930175,-1.146152138710022,-0.8818647861480713,-0.3897319734096527,-0.4154097437858581,-0.8070729374885559,-0.8925586938858032,-0.4954277873039245,-0.3421938419342041,-0.0843524560332298,0.5161808133125305,-0.2564209401607513,-0.1956359148025512,-0.1771662831306457,-0.2397799491882324,0.0273342616856098,-0.024548247456550598
p009_86_0.tiff,0.7693269697015814,13494,78,../../Training_Data/p009/Tiles_156/p009_86_0.tiff,0.0049033518880605,-0.5941933989524841,0.0294776242226362,-0.4688149094581604,0.7079046964645386,0.1070909798145294,-0.3384706974029541,-0.5377501845359802,-0.3191094100475311,-0.4217586517333984,-0.4040799438953399,0.0077525041997432,0.788458526134491,0.0448392704129219,-0.2111387848854065,-0.007700303569436,-0.1332938522100448,0.0229549687355756,-0.02407407946884632
p009_87_0.tiff,0.2674636469266744,13650,78,../../Training_Data/p009/Tiles_156/p009_87_0.tiff,0.0594617947936058,0.3620655238628387,-0.3522253632545471,0.3404740393161773,0.4121679961681366,0.4799225330352783,0.7948869466781616,0.3382953107357025,0.3303256034851074,-0.4013987183570862,-0.3986206650733948,-0.0554097816348075,0.5051679611206055,0.462625116109848,0.4921081960201263,0.1336421370506286,-0.0231666136533021,0.0256402976810932,-0.018812306225299835
p009_88_0.tiff,0.2674636469266744,13806,78,../../Training_Data/p009/Tiles_156/p009_88_0.tiff,0.0166492518037557,0.5749580264091492,0.1134947463870048,-0.1599808633327484,0.3909134566783905,0.0789417177438736,-0.2719472646713257,-0.2846255004405975,-0.6302441954612732,-0.0055988896638154,0.0290100704878568,0.2255815863609314,0.482988566160202,-0.2318718880414962,0.8180437088012695,0.1738001108169555,0.2212144434452057,0.023904301226139,-0.019730448722839355
p009_89_0.tiff,0.4908868212865889,13962,78,../../Training_Data/p009/Tiles_156/p009_89_0.tiff,0.0776737853884697,0.4916235208511352,-0.3333169519901275,0.4986110031604767,0.5798510909080505,0.219826266169548,0.446530282497406,1.0282732248306274,0.5759378671646118,-0.0353425443172454,-0.0729069337248802,0.0813040360808372,0.6011322140693665,-0.016885133460164,0.0342150256037712,-0.1301235109567642,-0.0713276416063308,0.0240820739418268,-0.0003150962293148041
p009_69_1.tiff,-1.0673601870720553,10842,234,../../Training_Data/p009/Tiles_156/p009_69_1.tiff,0.0756780952215194,-0.8213204145431519,-0.0464419201016426,-1.0477662086486816,-0.9795947670936584,-0.8138327598571777,-0.6131227612495422,0.5240176320075989,-0.6089498996734619,-0.353890061378479,-0.2177202999591827,-0.4028920233249664,-1.2564752101898191,-1.0618177652359009,-0.5936170816421509,-0.2813128232955932,-0.2627129852771759,0.0292888786643743,-0.02619062550365925
