,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tile,RUBCNL,x,y,path,../models/res50/RUBCNL_HLR_Res50slim/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_ice/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_optim_ice/RUBCNL_HLR_Res50slim_optim_ice15072024_ep_26_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50_Drop/24072024_ep_29_lr_0.0005resnet.pt,../models/res18/res18_iced_e29.pt,../models/res18/res18_not_iced_e29.pt,../remote_models/res50/RUBCNL_Res50/MyNet2_ep_29.pt,../remote_models/res50/RUBCNL_Res50_freeze/Res50Dropout_ep_29.pt,../remote_models/res50/RUBCNL_Res50_drop_freeze/Res50Dropout_ep_29.pt,../remote_models/vgg13/dropout/VGG13_ep_29.pt,../remote_models/res18/RUBCNL_Res18/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_freeze/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga_drop/Res18Dropout_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga_freeze_drop/Res18Dropout_ep_29.pt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p008_0_0.tiff,-0.72998047,78,78,../../Test_Data/p008/Tiles_156/p008_0_0.tiff,-0.7303965091705322,-0.2581249177455902,-0.2317146211862564,-0.2165580838918686,-0.5316329598426819,-0.6645195484161377,-0.3208240866661072,-0.2090486735105514,-0.2090486735105514,0.0004442653153091,-0.598806619644165,-0.598806619644165,-0.2533317506313324,-0.2963816821575165,-0.2963816821575165
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,p008_1_0.tiff,-0.72998047,234,78,../../Test_Data/p008/Tiles_156/p008_1_0.tiff,-0.2233445197343826,-0.403683453798294,-0.3237626850605011,-0.2146659642457962,-0.629595160484314,-0.752453625202179,-0.73923659324646,-0.1886155158281326,-0.1886155158281326,0.0004442653153091,-0.6530212759971619,-0.6530212759971619,-1.0293378829956057,-0.4567088186740875,-0.4567088186740875
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,p008_2_0.tiff,-0.72998047,390,78,../../Test_Data/p008/Tiles_156/p008_2_0.tiff,-0.6836922764778137,-0.6555669903755188,-0.6277475357055664,-0.465120404958725,-0.5899592041969299,-0.2733123898506164,-1.0581269264221191,-0.4518774151802063,-0.4518774151802063,0.0004442653153091,-0.1716868132352829,-0.1716868132352829,-0.3440740704536438,-0.3501579463481903,-0.3501579463481903
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,p008_3_0.tiff,-0.72998047,546,78,../../Test_Data/p008/Tiles_156/p008_3_0.tiff,-0.9184774160385132,-0.7498970031738281,-0.7697779536247253,-0.5147518515586853,-0.6429167985916138,-1.1111637353897097,-0.6750971078872681,-0.5040241479873657,-0.5040241479873657,0.0004442653153091,-0.8139936327934265,-0.8139936327934265,-1.204797625541687,-0.4877448976039886,-0.48774489760398865
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,p008_5_0.tiff,-0.72998047,858,78,../../Test_Data/p008/Tiles_156/p008_5_0.tiff,-0.8596450090408325,-0.82886803150177,-0.8850278854370117,-0.3988678157329559,-0.4518176317214966,-1.0004262924194336,-0.7971804141998291,-0.4078929424285888,-0.4078929424285888,0.0004442653153091,-0.5128927230834961,-0.5128927230834961,-0.5131947994232178,-0.1795831471681594,-0.17958314716815948
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,p008_7_0.tiff,-0.72998047,1170,78,../../Test_Data/p008/Tiles_156/p008_7_0.tiff,-0.6531561613082886,-0.6241546273231506,-0.6550703048706055,-0.2060462832450866,-0.3773956298828125,-0.9109180569648744,-0.4825062453746795,-0.1316478997468948,-0.1316478997468948,0.0004442653153091,-0.3412263691425323,-0.3412263691425323,0.3184307217597961,-0.2472894042730331,-0.24728940427303314
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,p008_8_0.tiff,-0.72998047,1326,78,../../Test_Data/p008/Tiles_156/p008_8_0.tiff,-1.1290158033370972,-0.3398484289646148,-0.3666252493858337,-0.5177717208862305,-0.6944679617881775,-1.0591256618499756,0.0604889057576656,-0.5174407958984375,-0.5174407958984375,0.0004442653153091,-0.593130350112915,-0.593130350112915,-0.8952563405036926,-0.5015816688537598,-0.5015816688537598
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,p008_0_1.tiff,-0.72998047,78,234,../../Test_Data/p008/Tiles_156/p008_0_1.tiff,0.0657907426357269,-0.9751781225204468,-0.9726377725601196,-0.3756614029407501,-0.4628820419311523,-0.4856724143028259,-0.462249755859375,-0.4285439550876617,-0.4285439550876617,0.0004442653153091,-0.613219141960144,-0.613219141960144,-0.5811425447463989,-0.3958554565906524,-0.39585545659065247
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,p008_1_1.tiff,-0.72998047,234,234,../../Test_Data/p008/Tiles_156/p008_1_1.tiff,-0.9025135636329652,-0.6207388639450073,-0.5271084308624268,-0.133689284324646,-0.6320556402206421,-0.6316598653793335,-0.4431284666061401,-0.135632574558258,-0.135632574558258,0.0004442653153091,-0.3653354346752167,-0.3653354346752167,-0.8546465039253235,-0.2814554870128631,-0.28145548701286316
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,p008_2_1.tiff,1.315302,390,234,../../Test_Data/p008/Tiles_156/p008_2_1.tiff,-0.8896154165267944,-0.5351818203926086,-0.5197392106056213,-0.1422676593065261,-0.8324370384216309,-0.3743897676467895,-0.5829690098762512,-0.1389366239309311,-0.1389366239309311,0.0004442653153091,-0.5596719980239868,-0.5596719980239868,-0.9797889590263368,-0.3763055503368377,-0.37630555033683777
