,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tile,RUBCNL,x,y,path,../models/res50/RUBCNL_HLR_Res50slim/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_ice/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_optim_ice/RUBCNL_HLR_Res50slim_optim_ice15072024_ep_26_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50_Drop/24072024_ep_29_lr_0.0005resnet.pt,../models/res18/res18_iced_e29.pt,../models/res18/res18_not_iced_e29.pt,../remote_models/res50/RUBCNL_Res50/MyNet2_ep_29.pt,../remote_models/res50/RUBCNL_Res50_freeze/Res50Dropout_ep_29.pt,../remote_models/res50/RUBCNL_Res50_drop_freeze/Res50Dropout_ep_29.pt,../remote_models/vgg13/dropout/VGG13_ep_29.pt,../remote_models/res18/RUBCNL_Res18/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_freeze/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga_drop/Res18Dropout_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga_freeze_drop/Res18Dropout_ep_29.pt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p009_72_0.tiff,-0.1566115733977054,11310,78,../../Training_Data/p009/Tiles_156/p009_72_0.tiff,-0.11609947681427,0.1003291010856628,0.0309073384851217,-0.0249949973076581,0.0292526707053184,0.0494849532842636,-0.234311506152153,-0.0138622615486383,-0.0138622615486383,0.0004442653153091,-0.4325721561908722,-0.4325721561908722,-0.029009623453021,0.0228712670505046,0.022871267050504684
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,p009_73_0.tiff,-0.3335586878123181,11466,78,../../Training_Data/p009/Tiles_156/p009_73_0.tiff,-0.9242632389068604,-0.3441437482833862,-0.3184296786785126,-0.2171325981616974,-0.0664467439055442,-0.8329113721847534,-0.3570446372032165,-0.2439507097005844,-0.2439507097005844,0.0004442653153091,-0.7944366931915283,-0.7944366931915283,-0.8089680671691895,-0.5170451402664185,-0.5170451402664185
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,p009_74_0.tiff,-7.824455587304898e-05,11622,78,../../Training_Data/p009/Tiles_156/p009_74_0.tiff,-0.1769386082887649,-0.0861256495118141,-0.1009593456983566,0.0057227257639169,-0.40683114528656,-0.4657733738422394,0.2121811956167221,0.014768823981285,0.014768823981285,0.0004442653153091,-0.7825383543968201,-0.7825383543968201,0.1942948400974273,-0.0386061929166317,-0.0386061929166317
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,p009_75_0.tiff,-0.7764939463172907,11778,78,../../Training_Data/p009/Tiles_156/p009_75_0.tiff,-0.8770707845687866,-0.7408955693244934,-0.8016247153282166,-0.3722918629646301,-0.5785005688667297,-0.7230640649795532,-0.945688545703888,-0.4312000274658203,-0.4312000274658203,0.0004442653153091,-0.7635635733604431,-0.7635635733604431,-0.6587099432945251,-0.1751106679439544,-0.17511066794395447
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,p009_76_0.tiff,0.1402681912435205,11934,78,../../Training_Data/p009/Tiles_156/p009_76_0.tiff,-0.2759739458560943,-0.2539190649986267,-0.2391014993190765,0.0832457691431045,-0.1448432654142379,-0.7729278802871704,0.2574349343776703,0.10712581127882,0.10712581127882,0.0004442653153091,-0.9996252059936525,-0.9996252059936525,-0.2164190262556076,-0.2543866336345672,-0.25438663363456726
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,p009_77_0.tiff,-7.824455587304898e-05,12090,78,../../Training_Data/p009/Tiles_156/p009_77_0.tiff,-0.694457471370697,-0.5445017218589783,-0.7177523374557495,0.0183614809066057,-0.5142642855644226,-0.7143977284431458,0.0720758140087127,0.0314577743411064,0.0314577743411064,0.0004442653153091,-0.8884607553482056,-0.8884607553482056,-0.9498430490493774,-0.4774055778980255,-0.4774055778980255
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,p009_78_0.tiff,0.2674636469266744,12246,78,../../Training_Data/p009/Tiles_156/p009_78_0.tiff,-0.3980225324630737,-0.7214787006378174,-0.6643737554550171,0.0816866680979728,-0.6975632309913635,-0.8159038424491882,0.3868835568428039,0.109171412885189,0.109171412885189,0.0004442653153091,-0.8650139570236206,-0.8650139570236206,-0.2210736125707626,-0.398152619600296,-0.398152619600296
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,p009_79_0.tiff,0.1402681912435205,12402,78,../../Training_Data/p009/Tiles_156/p009_79_0.tiff,-0.8630920052528381,-0.3376064300537109,-0.3428900241851806,0.0790506079792976,-0.7672661542892456,-0.7902571558952332,0.224628672003746,0.0935376808047294,0.0935376808047294,0.0004442653153091,-0.0396350808441638,-0.0396350808441638,-0.1936650276184082,-0.1068483144044876,-0.10684831440448761
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,p009_80_0.tiff,-0.5370539263155837,12558,78,../../Training_Data/p009/Tiles_156/p009_80_0.tiff,-0.9371356964111328,-0.5184656381607056,-0.5418999195098877,-0.2513793110847473,-0.7530478239059448,-0.7263835072517395,-0.4511428475379944,-0.2527028024196625,-0.2527028024196625,0.0004442653153091,-0.5591748356819153,-0.5591748356819153,-0.7993281483650208,-0.2053736895322799,-0.20537368953227997
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,p009_81_0.tiff,-0.7764939463172907,12714,78,../../Training_Data/p009/Tiles_156/p009_81_0.tiff,-0.870273232460022,-0.2669742703437805,-0.2627952098846435,-0.2973111271858215,-0.769273579120636,-0.7828240990638733,-0.8550556302070618,-0.325610339641571,-0.325610339641571,0.0004442653153091,-0.6446605920791626,-0.6446605920791626,-0.8707054853439331,-0.3856473863124847,-0.38564738631248474
