,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tile,RUBCNL,x,y,path,../models/res50/RUBCNL_HLR_Res50slim/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_ice/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_optim_ice/RUBCNL_HLR_Res50slim_optim_ice15072024_ep_26_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50_Drop/24072024_ep_29_lr_0.0005resnet.pt,../models/res18/res18_iced_e29.pt,../models/res18/res18_not_iced_e29.pt,../remote_models/res50/RUBCNL_Res50/MyNet2_ep_29.pt,../remote_models/res50/RUBCNL_Res50_freeze/Res50Dropout_ep_29.pt,../remote_models/res50/RUBCNL_Res50_drop_freeze/Res50Dropout_ep_29.pt,../remote_models/vgg13/dropout/VGG13_ep_29.pt,../remote_models/res18/RUBCNL_Res18/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_freeze/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga_drop/Res18Dropout_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga_freeze_drop/Res18Dropout_ep_29.pt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p013_1_0.tiff,0.2978678726145182,234,78,../../Training_Data/p013/Tiles_156/p013_1_0.tiff,-0.0218533612787723,-0.4749370217323303,-0.5180284976959229,0.0996579974889755,-0.2338378280401229,0.0851537361741066,0.3859129846096039,0.1514271348714828,0.1514271348714828,0.0004442653153091,0.3163784146308899,0.3163784146308899,0.2973936796188354,-0.0878403633832931,-0.08784036338329315
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,p013_2_0.tiff,1.5504535726295936,390,78,../../Training_Data/p013/Tiles_156/p013_2_0.tiff,0.9048777222633362,-0.1287230849266052,-0.1507632136344909,0.5199267864227295,0.3588451147079468,0.6467905640602112,1.473280668258667,0.6292276978492737,0.6292276978492737,0.0004442653153091,0.452576071023941,0.452576071023941,1.173832893371582,0.3014588356018066,0.30145883560180664
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,p013_3_0.tiff,0.9748723532623366,546,78,../../Training_Data/p013/Tiles_156/p013_3_0.tiff,-0.1727980375289917,-0.5401289463043213,-0.5270215272903442,0.4117687940597534,-0.1585298925638198,0.4232415854930877,1.0900499820709229,0.4962046146392822,0.4962046146392822,0.0004442653153091,0.1425636857748031,0.1425636857748031,0.980844020843506,0.2814798951148987,0.2814798951148987
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,p013_4_0.tiff,0.813910867630406,702,78,../../Training_Data/p013/Tiles_156/p013_4_0.tiff,-0.3758812844753265,0.0976241007447242,0.082855112850666,0.3920875191688537,0.2981888651847839,0.7232640385627747,0.8592086434364319,0.4616245627403259,0.4616245627403259,0.0004442653153091,0.4565038383007049,0.4565038383007049,0.1757327020168304,0.2364883869886398,0.23648838698863983
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,p013_5_0.tiff,0.1654091638133842,858,78,../../Training_Data/p013/Tiles_156/p013_5_0.tiff,0.3779545724391937,-0.3011143803596496,-0.281322568655014,0.1085807308554649,-0.1187407523393631,0.2615105807781219,0.2700393199920654,0.1210042312741279,0.1210042312741279,0.0004442653153091,-0.4875889718532562,-0.4875889718532562,-0.158369094133377,-0.0819931328296661,-0.08199313282966614
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,p013_6_0.tiff,0.3594600253193411,1014,78,../../Training_Data/p013/Tiles_156/p013_6_0.tiff,-0.115306556224823,-0.0197566989809274,-0.0188270602375268,0.0810371711850166,-0.2617310583591461,0.3624296486377716,0.308304876089096,0.11729247123003,0.11729247123003,0.0004442653153091,0.0655733272433281,0.0655733272433281,0.2806378602981567,0.0605557784438133,0.060555778443813324
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,p013_7_0.tiff,0.6307651156847272,1170,78,../../Training_Data/p013/Tiles_156/p013_7_0.tiff,1.0462628602981567,0.4315024614334106,0.4196335971355438,0.3114975988864898,0.4294727444648742,0.7807887196540833,0.6507822871208191,0.4058256447315216,0.4058256447315216,0.0004442653153091,0.0071371342055499,0.0071371342055499,0.5064957737922668,0.2057889550924301,0.20578895509243011
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,p013_8_0.tiff,-0.820521179223425,1326,78,../../Training_Data/p013/Tiles_156/p013_8_0.tiff,0.6131175756454468,-0.1395343393087387,-0.1120389625430107,-0.428565502166748,-0.4540791511535644,0.5347872376441956,-0.9518950581550598,-0.4623441994190216,-0.4623441994190216,0.0004442653153091,-0.1177752166986465,-0.1177752166986465,-0.9799113273620604,-0.1728403717279434,-0.17284037172794342
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,p013_9_0.tiff,0.5807497077462775,1482,78,../../Training_Data/p013/Tiles_156/p013_9_0.tiff,0.0178971067070961,0.0635103210806846,0.0633641481399536,0.2158795744180679,-0.2174618393182754,0.5707255005836487,0.6481279730796814,0.2742311060428619,0.2742311060428619,0.0004442653153091,0.1057251989841461,0.1057251989841461,0.1514037847518921,0.084073007106781,0.084073007106781
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,p013_10_0.tiff,0.9364203652538616,1638,78,../../Training_Data/p013/Tiles_156/p013_10_0.tiff,1.063980221748352,0.9262036681175232,0.976478099822998,0.3884441256523132,2.173537254333496,0.6971396803855896,0.9960008263587952,0.4543118476867676,0.4543118476867676,0.0004442653153091,0.8061510324478149,0.8061510324478149,1.26363205909729,0.6597052812576294,0.6597052812576294
