tile,RUBCNL,x,y,path,../models/res18/RUBCNL_Res18/Res18_1000_ep_29.pt,../models/res18/res18_ciga_freeze/Res18_ep_29.pt,../models/res18/RUBCNL_Res18_freeze/Res18_1000_ep_29.pt,../models/res18/RUBCNL_Res18_random/Res18_1000_ep_29.pt,../models/res18/RUBCNL_Res18_ciga/Res18_ep_29.pt,../models/res18/RUBCNL_Res18_ciga_drop/Res18Dropout_ep_29.pt,../models/res18/res18_iced_e29.pt,../models/res18/res18_not_iced_e29.pt,../models/res50/RUBCNL_HLR_Res50slim/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_ice/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_optim_ice/RUBCNL_HLR_Res50slim_optim_ice15072024_ep_26_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50_Drop/24072024_ep_29_lr_0.0005resnet.pt,../remote_models/res50/RUBCNL_Res50/MyNet2_ep_29.pt,../models/res50/RUBCNL_Res50_random/Res50_1000_ep_29.pt,../models/res50/RUBCNL_Res50_freeze/MyNet2_ep_29.pt,../models/res50/RUBCNL_Res50_drop_freeze/Res50Dropout_ep_29.pt,../models/vgg13/dropout/VGG13_Dropout_ep_29.pt,../models/vgg13/base_model/VGG13_ep_29.pt,../models/vgg13/random_weights/VGG13_ep_29.pt
p016_1_0.tiff,-1.072489169392598,234,78,../../Training_Data/p016/Tiles_156/p016_1_0.tiff,0.0696807578206062,-0.4207460880279541,-0.4896631240844726,-1.038638472557068,-1.184111714363098,-0.3658868372440338,-0.473027765750885,-0.8542512059211731,-1.1221065521240234,-0.3688822388648987,-0.3148903548717499,0.2437118291854858,-1.0053017139434814,-1.215607762336731,-0.224336564540863,0.1323637217283249,0.2214961498975753,0.0249076634645462,-0.01685362309217453
p016_4_0.tiff,-1.072489169392598,702,78,../../Training_Data/p016/Tiles_156/p016_4_0.tiff,0.0799643695354461,-0.2286829799413681,-0.5681340098381042,-0.8335170149803162,-1.1107772588729858,-0.3896561861038208,-1.0511128902435305,-0.9012437462806702,-1.0919753313064575,-0.6215530633926392,-0.5561163425445557,0.1718049496412277,-1.0855445861816406,-1.1342530250549316,0.0140047371387481,0.3100462853908539,0.3383985161781311,0.0276129338890314,-0.013614080846309662
p016_5_0.tiff,-1.072489169392598,858,78,../../Training_Data/p016/Tiles_156/p016_5_0.tiff,0.068130575120449,-0.6312452554702759,-0.4163674414157867,-0.7031583786010742,-1.3200918436050415,-0.4107864499092102,-0.8424160480499268,-0.8485413193702698,-1.1279025077819824,-0.5292964577674866,-0.4797424972057342,0.1941635757684707,-1.147852659225464,-1.6942082643508911,-0.1554491817951202,0.0934042930603027,0.1903618425130844,0.022669069468975,-0.013672028668224812
p016_6_0.tiff,-1.072489169392598,1014,78,../../Training_Data/p016/Tiles_156/p016_6_0.tiff,0.0738495737314224,-0.2965017855167389,-0.5720916390419006,-0.7546077966690063,-1.247081995010376,-0.4700762927532196,-0.851123034954071,-0.8833842873573303,-1.0847827196121216,-0.9150133728981018,-0.8430216908454895,0.1864741891622543,-1.1000217199325562,-1.3114068508148191,0.2885607779026031,0.2717183530330658,0.3054363429546356,0.0235649421811103,-0.019307944923639297
p016_7_0.tiff,-1.072489169392598,1170,78,../../Training_Data/p016/Tiles_156/p016_7_0.tiff,0.0663528069853782,-0.3580300807952881,-0.4303740561008453,-0.8977304697036743,-1.1166162490844729,-0.4498666822910309,-0.9153449535369872,-0.8620655536651611,-1.1430261135101318,-0.2335220724344253,-0.2433857023715973,0.0741106197237968,-1.0578311681747437,-1.6987179517745972,-0.2903507053852081,0.1006268858909607,0.1821414232254028,0.0273815616965293,-0.017641395330429077
p016_9_0.tiff,-1.072489169392598,1482,78,../../Training_Data/p016/Tiles_156/p016_9_0.tiff,0.0083817634731531,-0.0469134338200092,-0.0859904512763023,-0.2577755451202392,-1.1541807651519775,-0.4908306300640106,-0.2732419967651367,-0.9727415442466736,-1.0514507293701172,-0.4221661388874054,-0.407013863325119,0.2406629621982574,-1.0716707706451416,-0.9237032532691956,0.1054997444152832,0.106514424085617,0.0483762398362159,0.0197751559317111,-0.016676750034093857
p016_11_0.tiff,-1.072489169392598,1794,78,../../Training_Data/p016/Tiles_156/p016_11_0.tiff,-0.0016448646783828,-0.4336518943309784,0.0544739291071891,-0.2750548124313354,-1.0978143215179443,-0.4537413418292999,-0.1966052204370498,-1.258081316947937,-1.076728105545044,-0.1119758039712905,-0.1256856620311737,-0.2608111500740051,-1.205951452255249,-0.6229981184005737,-0.0073248147964477,0.0047546308487653,0.0197359640151262,0.0214789640158414,-0.021625876426696777
p016_12_0.tiff,-1.072489169392598,1950,78,../../Training_Data/p016/Tiles_156/p016_12_0.tiff,-0.0070417691022157,-0.460853636264801,-0.0835173428058624,-0.3395068347454071,-0.9199931025505066,-0.4801206886768341,-0.3507457971572876,-1.3569356203079224,-1.1066768169403076,0.0277285892516374,0.0360163897275924,-0.0712945237755775,-1.2134910821914673,-0.9662202596664428,-0.2884047329425812,-0.1295360624790191,0.0338225811719894,0.0232977606356143,-0.01485826913267374
p016_13_0.tiff,-1.072489169392598,2106,78,../../Training_Data/p016/Tiles_156/p016_13_0.tiff,-0.0105263404548168,-0.7509657144546509,-0.0431933179497718,-0.7399813532829285,-1.2728112936019895,-0.4898268282413482,-0.1817769855260849,-1.3816494941711426,-1.1213164329528809,-0.3961392343044281,-0.4340228140354156,-0.5586928129196167,-1.0490994453430176,-1.0400898456573486,-0.5163720846176147,-0.1725290864706039,-0.0895160809159278,0.0224068760871887,-0.015076695010066032
p016_14_0.tiff,-1.072489169392598,2262,78,../../Training_Data/p016/Tiles_156/p016_14_0.tiff,-0.0229644272476434,-0.2402657121419906,-0.0007809903472661,-0.651050865650177,-1.2884581089019775,-0.4277038872241974,-0.519235372543335,-1.4234391450881958,-1.1479213237762451,0.3305227160453796,0.2795175909996032,-0.8309684991836548,-1.226100206375122,-1.0608311891555786,-0.206386536359787,-0.1031392365694046,-0.1294486224651336,0.0284092538058757,-0.01566557213664055
