,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tile,RUBCNL,x,y,path,../models/res50/RUBCNL_HLR_Res50slim/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_ice/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_optim_ice/RUBCNL_HLR_Res50slim_optim_ice15072024_ep_26_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50_Drop/24072024_ep_29_lr_0.0005resnet.pt,../models/res18/res18_iced_e29.pt,../models/res18/res18_not_iced_e29.pt,../remote_models/res50/RUBCNL_Res50/MyNet2_ep_29.pt,../remote_models/res50/RUBCNL_Res50_freeze/Res50Dropout_ep_29.pt,../remote_models/res50/RUBCNL_Res50_drop_freeze/Res50Dropout_ep_29.pt,../remote_models/vgg13/dropout/VGG13_ep_29.pt,../remote_models/res18/RUBCNL_Res18/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_freeze/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga_drop/Res18Dropout_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga_freeze_drop/Res18Dropout_ep_29.pt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p014_21_0.tiff,0.6418334853265966,3354,78,../../Training_Data/p014/Tiles_156/p014_21_0.tiff,0.8033168911933899,-0.5373311638832092,-0.6618592143058777,0.2468787133693695,-0.4004947543144226,0.7016487717628479,0.7794483304023743,0.3824692964553833,0.3824692964553833,0.0004442653153091,-0.1817010641098022,-0.1817010641098022,0.5262913703918457,0.1346749365329742,0.13467493653297424
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,p014_22_0.tiff,0.4386558690669788,3510,78,../../Training_Data/p014/Tiles_156/p014_22_0.tiff,0.4667261838912964,0.1000655740499496,0.0737287476658821,0.0916724875569343,0.5812954306602478,0.6122329831123352,0.5602515935897827,0.1542855054140091,0.1542855054140091,0.0004442653153091,0.3458359837532043,0.3458359837532043,0.3658937215805053,0.2549347579479217,0.25493475794792175
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,p014_23_0.tiff,-0.1322537627346235,3666,78,../../Training_Data/p014/Tiles_156/p014_23_0.tiff,-0.0447133518755435,1.0273393392562866,0.9711833000183104,-0.0812522619962692,0.8143948316574097,-0.3559163212776184,-0.1910573989152908,-0.0695155039429664,-0.0695155039429664,0.0004442653153091,0.2937816381454468,0.2937816381454468,0.1186383366584777,0.4069603681564331,0.4069603681564331
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,p014_24_0.tiff,0.8134376862503196,3822,78,../../Training_Data/p014/Tiles_156/p014_24_0.tiff,1.0158072710037231,0.7575544714927673,0.792805016040802,0.2088065445423126,0.7259401679039001,1.0453819036483765,1.0864285230636597,0.3610805869102478,0.3610805869102478,0.0004442653153091,0.5452619791030884,0.5452619791030884,1.1645445823669434,0.5433642268180847,0.5433642268180847
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,p014_25_0.tiff,-0.1322537627346235,3978,78,../../Training_Data/p014/Tiles_156/p014_25_0.tiff,-0.0868079587817192,0.4940459728240967,0.5389683246612549,0.1689026802778244,1.0834168195724487,0.564181387424469,-0.1209534853696823,0.2950967848300934,0.2950967848300934,0.0004442653153091,0.6560123562812805,0.6560123562812805,-0.0665577352046966,0.603154182434082,0.603154182434082
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,p014_26_0.tiff,0.4386558690669788,4134,78,../../Training_Data/p014/Tiles_156/p014_26_0.tiff,0.4521218240261078,0.3447029888629913,0.2956744432449341,0.1258470267057418,0.7158185243606567,0.4172529280185699,0.7427960634231567,0.2264901399612426,0.2264901399612426,0.0004442653153091,-0.0283709205687046,-0.0283709205687046,0.4815188646316528,0.4920231401920318,0.49202314019203186
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,p014_27_0.tiff,0.6418334853265966,4290,78,../../Training_Data/p014/Tiles_156/p014_27_0.tiff,0.6840541958808899,0.1491732448339462,0.1601879447698593,0.1946266889572143,0.284951388835907,0.8426817059516907,0.7000892758369446,0.3726802468299866,0.3726802468299866,0.0004442653153091,-0.5215579271316528,-0.5215579271316528,0.8618545532226562,0.0985240489244461,0.0985240489244461
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,p014_28_0.tiff,1.7990327068212446,4446,78,../../Training_Data/p014/Tiles_156/p014_28_0.tiff,1.8197910785675049,0.120309829711914,0.1404558420181274,0.5866151452064514,0.37167489528656,1.2366863489151,2.085852861404419,0.8880685567855835,0.8880685567855835,0.0004442653153091,-0.149186298251152,-0.149186298251152,1.6153441667556765,0.3579806089401245,0.3579806089401245
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,p014_29_0.tiff,0.6418334853265966,4602,78,../../Training_Data/p014/Tiles_156/p014_29_0.tiff,0.628302812576294,0.1749461889266967,0.110375165939331,0.2654227316379547,0.3479222059249878,0.4590741693973541,1.1682424545288086,0.3882116079330444,0.3882116079330444,0.0004442653153091,0.3768434524536133,0.3768434524536133,0.5475354790687561,0.4773834645748138,0.47738346457481384
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,p014_30_0.tiff,0.4386558690669788,4758,78,../../Training_Data/p014/Tiles_156/p014_30_0.tiff,0.5499141216278076,-0.011483134701848,0.0518509373068809,0.2006685733795166,0.3677494525909424,-0.0147890001535415,0.5064144730567932,0.3000471293926239,0.3000471293926239,0.0004442653153091,0.3564099967479706,0.3564099967479706,0.497674286365509,0.3635874390602112,0.3635874390602112
