,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tile,RUBCNL,x,y,path,../models/res50/RUBCNL_HLR_Res50slim/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_ice/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_optim_ice/RUBCNL_HLR_Res50slim_optim_ice15072024_ep_26_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50_Drop/24072024_ep_29_lr_0.0005resnet.pt,../models/res18/res18_iced_e29.pt,../models/res18/res18_not_iced_e29.pt,../remote_models/res50/RUBCNL_Res50/MyNet2_ep_29.pt,../remote_models/res50/RUBCNL_Res50_freeze/Res50Dropout_ep_29.pt,../remote_models/res50/RUBCNL_Res50_drop_freeze/Res50Dropout_ep_29.pt,../remote_models/vgg13/dropout/VGG13_ep_29.pt,../remote_models/res18/RUBCNL_Res18/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_freeze/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga_drop/Res18Dropout_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga_freeze_drop/Res18Dropout_ep_29.pt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p016_1_0.tiff,-1.072489169392598,234,78,../../Training_Data/p016/Tiles_156/p016_1_0.tiff,-1.1221065521240234,-0.3688822388648987,-0.3148903548717499,-0.4830385446548462,-0.473027765750885,-0.8542512059211731,-1.0053017139434814,-0.5663632750511169,-0.5663632750511169,0.0004442653153091,-0.5449255704879761,-0.5449255704879761,-1.184111714363098,-0.3658868372440338,-0.3658868372440338
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,p016_4_0.tiff,-1.072489169392598,702,78,../../Training_Data/p016/Tiles_156/p016_4_0.tiff,-1.0919753313064575,-0.6215530633926392,-0.5561163425445557,-0.5901645421981812,-1.0511128902435305,-0.9012437462806702,-1.0855445861816406,-0.6910725831985474,-0.6910725831985474,0.0004442653153091,-0.2806280553340912,-0.2806280553340912,-1.1107772588729858,-0.3896561861038208,-0.3896561861038208
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,p016_5_0.tiff,-1.072489169392598,858,78,../../Training_Data/p016/Tiles_156/p016_5_0.tiff,-1.1279025077819824,-0.5292964577674866,-0.4797424972057342,-0.5790866613388062,-0.8424160480499268,-0.8485413193702698,-1.147852659225464,-0.65575110912323,-0.65575110912323,0.0004442653153091,-0.2923078835010528,-0.2923078835010528,-1.3200918436050415,-0.4107864499092102,-0.4107864499092102
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,p016_6_0.tiff,-1.072489169392598,1014,78,../../Training_Data/p016/Tiles_156/p016_6_0.tiff,-1.0847827196121216,-0.9150133728981018,-0.8430216908454895,-0.5793848037719727,-0.851123034954071,-0.8833842873573303,-1.1000217199325562,-0.6941604614257812,-0.6941604614257812,0.0004442653153091,-0.5738014578819275,-0.5738014578819275,-1.247081995010376,-0.4700762927532196,-0.4700762927532196
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,p016_7_0.tiff,-1.072489169392598,1170,78,../../Training_Data/p016/Tiles_156/p016_7_0.tiff,-1.1430261135101318,-0.2335220724344253,-0.2433857023715973,-0.5066831111907959,-0.9153449535369872,-0.8620655536651611,-1.0578311681747437,-0.5882962942123413,-0.5882962942123413,0.0004442653153091,-0.7016213536262512,-0.7016213536262512,-1.1166162490844729,-0.4498666822910309,-0.4498666822910309
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,p016_9_0.tiff,-1.072489169392598,1482,78,../../Training_Data/p016/Tiles_156/p016_9_0.tiff,-1.0514507293701172,-0.4221661388874054,-0.407013863325119,-0.649169921875,-0.2732419967651367,-0.9727415442466736,-1.0716707706451416,-0.7227693796157837,-0.7227693796157837,0.0004442653153091,-0.0064479527063667,-0.0064479527063667,-1.1541807651519775,-0.4908306300640106,-0.4908306300640106
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,p016_11_0.tiff,-1.072489169392598,1794,78,../../Training_Data/p016/Tiles_156/p016_11_0.tiff,-1.076728105545044,-0.1119758039712905,-0.1256856620311737,-0.4912934303283691,-0.1966052204370498,-1.258081316947937,-1.205951452255249,-0.5946413278579712,-0.5946413278579712,0.0004442653153091,-0.626501202583313,-0.626501202583313,-1.0978143215179443,-0.4537413418292999,-0.4537413418292999
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,p016_12_0.tiff,-1.072489169392598,1950,78,../../Training_Data/p016/Tiles_156/p016_12_0.tiff,-1.1066768169403076,0.0277285892516374,0.0360163897275924,-0.4867715835571289,-0.3507457971572876,-1.3569356203079224,-1.2134910821914673,-0.5537766218185425,-0.5537766218185425,0.0004442653153091,-0.5203425288200378,-0.5203425288200378,-0.9199931025505066,-0.4801206886768341,-0.4801206886768341
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,p016_13_0.tiff,-1.072489169392598,2106,78,../../Training_Data/p016/Tiles_156/p016_13_0.tiff,-1.1213164329528809,-0.3961392343044281,-0.4340228140354156,-0.5241638422012329,-0.1817769855260849,-1.3816494941711426,-1.0490994453430176,-0.5907953977584839,-0.5907953977584839,0.0004442653153091,-0.6808104515075684,-0.6808104515075684,-1.2728112936019895,-0.4898268282413482,-0.48982682824134827
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,p016_14_0.tiff,-1.072489169392598,2262,78,../../Training_Data/p016/Tiles_156/p016_14_0.tiff,-1.1479213237762451,0.3305227160453796,0.2795175909996032,-0.6480811834335327,-0.519235372543335,-1.4234391450881958,-1.226100206375122,-0.7275028824806213,-0.7275028824806213,0.0004442653153091,-0.6533643007278442,-0.6533643007278442,-1.2884581089019775,-0.4277038872241974,-0.4277038872241974
