,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tile,RUBCNL,x,y,path,../models/res50/RUBCNL_HLR_Res50slim/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_ice/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_optim_ice/RUBCNL_HLR_Res50slim_optim_ice15072024_ep_26_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50_Drop/24072024_ep_29_lr_0.0005resnet.pt,../models/res18/res18_iced_e29.pt,../models/res18/res18_not_iced_e29.pt,../remote_models/res50/RUBCNL_Res50/MyNet2_ep_29.pt,../remote_models/res50/RUBCNL_Res50_freeze/Res50Dropout_ep_29.pt,../remote_models/res50/RUBCNL_Res50_drop_freeze/Res50Dropout_ep_29.pt,../remote_models/vgg13/dropout/VGG13_ep_29.pt,../remote_models/res18/RUBCNL_Res18/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_freeze/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga_drop/Res18Dropout_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga_freeze_drop/Res18Dropout_ep_29.pt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p007_0_0.tiff,0.1904260424134576,78,78,../../Training_Data/p007/Tiles_156/p007_0_0.tiff,0.2447690218687057,-0.1591339111328125,-0.2412004768848419,0.0044624935835599,-0.5689321160316467,-0.2318763434886932,0.3025707304477691,0.0071477554738521,0.0071477554738521,0.0004442653153091,-0.645174503326416,-0.645174503326416,0.1560861319303512,-0.1632556617259979,-0.16325566172599792
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,p007_2_0.tiff,-0.871550429201091,390,78,../../Training_Data/p007/Tiles_156/p007_2_0.tiff,-0.8657022714614868,-0.0334703922271728,-0.0433381125330925,-0.4359932541847229,-0.562325119972229,-0.8838562369346619,-1.041084051132202,-0.4463717341423034,-0.4463717341423034,0.0004442653153091,-0.6650460958480835,-0.6650460958480835,-0.5488049983978271,-0.2422073632478714,-0.2422073632478714
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,p007_3_0.tiff,-0.871550429201091,546,78,../../Training_Data/p007/Tiles_156/p007_3_0.tiff,-0.9565661549568176,-0.9913558959960938,-0.9669074416160583,-0.4150968790054321,-0.6318591833114624,-0.8391157984733582,-1.115018606185913,-0.453464537858963,-0.453464537858963,0.0004442653153091,-0.5821569561958313,-0.5821569561958313,-0.7825930714607239,-0.3040895760059356,-0.30408957600593567
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,p007_4_0.tiff,-0.871550429201091,702,78,../../Training_Data/p007/Tiles_156/p007_4_0.tiff,-0.9522198438644408,-0.4111502468585968,-0.3257198333740234,-0.386290967464447,-0.3243581652641296,-0.9284636378288268,-1.046698808670044,-0.4093345999717712,-0.4093345999717712,0.0004442653153091,-0.6219820976257324,-0.6219820976257324,-0.7100112438201904,-0.3895155191421509,-0.3895155191421509
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,p007_5_0.tiff,-0.871550429201091,858,78,../../Training_Data/p007/Tiles_156/p007_5_0.tiff,-0.8484798073768616,-0.5627561807632446,-0.4926255643367767,-0.4043112695217132,-0.3428552150726318,-0.7453903555870056,-0.9926939010620116,-0.4346049427986145,-0.4346049427986145,0.0004442653153091,-0.577946662902832,-0.577946662902832,-0.6680526733398438,-0.2387800365686416,-0.23878003656864166
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,p007_6_0.tiff,-0.871550429201091,1014,78,../../Training_Data/p007/Tiles_156/p007_6_0.tiff,-0.9692237973213196,-0.4231682121753692,-0.4876889884471893,-0.3908731043338775,-0.3067585229873657,-0.7137348651885986,-1.0424370765686035,-0.4283418953418731,-0.4283418953418731,0.0004442653153091,-0.4425615966320038,-0.4425615966320038,-0.7611674666404724,-0.3265033662319183,-0.32650336623191833
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,p007_7_0.tiff,1.255012659126357,1170,78,../../Training_Data/p007/Tiles_156/p007_7_0.tiff,1.268584966659546,0.196586325764656,0.1791898608207702,0.6001042127609253,0.0914474576711654,1.580532431602478,1.3386423587799072,0.7929947376251221,0.7929947376251221,0.0004442653153091,0.9654358625411988,0.9654358625411988,1.6190413236618042,0.6829125881195068,0.6829125881195068
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,p007_8_0.tiff,0.1904260424134576,1326,78,../../Training_Data/p007/Tiles_156/p007_8_0.tiff,0.1233555227518081,0.0087648313492536,-0.0917369648814201,0.0899202227592468,0.0358016937971115,0.5933005213737488,0.4641379415988922,0.1119511798024177,0.1119511798024177,0.0004442653153091,0.1573637574911117,0.1573637574911117,0.5264042615890503,0.0774542540311813,0.07745425403118134
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,p007_9_0.tiff,0.8129554678457498,1482,78,../../Training_Data/p007/Tiles_156/p007_9_0.tiff,0.6478498578071594,-0.3215198814868927,-0.3620609045028686,0.2744144201278686,-0.1478614211082458,1.3541076183319092,0.8029505610466003,0.3624220490455627,0.3624220490455627,0.0004442653153091,0.8721732497215271,0.8721732497215271,1.280057668685913,0.5205621123313904,0.5205621123313904
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,p007_10_0.tiff,2.50210900529625,1638,78,../../Training_Data/p007/Tiles_156/p007_10_0.tiff,2.5528042316436768,0.1258089542388916,0.1010921970009803,1.0757209062576294,1.9159735441207888,2.5649731159210205,2.5727949142456055,1.3223121166229248,1.3223121166229248,0.0004442653153091,1.9762797355651855,1.9762797355651855,2.527475595474243,0.9589289426803588,0.9589289426803589
