,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tile,RUBCNL,x,y,path,../models/res50/RUBCNL_HLR_Res50slim/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_ice/15072024_ep_39_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50slim_optim_ice/RUBCNL_HLR_Res50slim_optim_ice15072024_ep_26_lr_0.0005resnet.pt,../models/res50/RUBCNL_HLR_Res50_Drop/24072024_ep_29_lr_0.0005resnet.pt,../models/res18/res18_iced_e29.pt,../models/res18/res18_not_iced_e29.pt,../remote_models/res50/RUBCNL_Res50/MyNet2_ep_29.pt,../remote_models/res50/RUBCNL_Res50_freeze/Res50Dropout_ep_29.pt,../remote_models/res50/RUBCNL_Res50_drop_freeze/Res50Dropout_ep_29.pt,../remote_models/vgg13/dropout/VGG13_ep_29.pt,../remote_models/res18/RUBCNL_Res18/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_freeze/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga/Res18_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga_drop/Res18Dropout_ep_29.pt,../remote_models/res18/RUBCNL_Res18_ciga_freeze_drop/Res18Dropout_ep_29.pt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p026_0_0.tiff,0.0031451477277802,78,78,../../Test_Data/p026/Tiles_156/p026_0_0.tiff,0.7876195907592773,0.3280390202999115,0.4057585895061493,-0.0382716208696365,0.0578695237636566,0.8784075379371643,0.6771463751792908,-0.0109796114265918,-0.0109796114265918,0.0004442653153091,0.6236754655838013,0.6236754655838013,0.6378574967384338,0.5360010862350464,0.5360010862350464
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,p026_1_0.tiff,-0.8992328891872867,234,78,../../Test_Data/p026/Tiles_156/p026_1_0.tiff,-0.791143536567688,-0.416204035282135,-0.4328384399414062,-0.1707229018211364,-0.7525606155395508,-0.8490138649940491,-0.878791868686676,-0.1710396260023117,-0.1710396260023117,0.0004442653153091,0.0248298123478889,0.0248298123478889,-0.8101035356521606,-0.2512401342391968,-0.2512401342391968
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,p026_2_0.tiff,-0.8992328891872867,390,78,../../Test_Data/p026/Tiles_156/p026_2_0.tiff,-1.2028781175613403,-0.482786476612091,-0.5727432370185852,-0.0184521507471799,-0.5177253484725952,-0.3653765916824341,0.1189192235469818,0.0310779884457588,0.0310779884457588,0.0004442653153091,-0.2450377196073532,-0.2450377196073532,-0.3051151037216186,0.1263426393270492,0.12634263932704926
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,p026_3_0.tiff,1.161356793250342,546,78,../../Test_Data/p026/Tiles_156/p026_3_0.tiff,0.8956362009048462,0.9087734818458556,0.8426289558410645,0.0600934773683548,0.308467149734497,0.4727226197719574,-0.0468097776174545,0.0604432225227355,0.0604432225227355,0.0004442653153091,0.7289844751358032,0.7289844751358032,0.2268040925264358,0.2831704616546631,0.2831704616546631
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,p026_4_0.tiff,-0.8992328891872867,702,78,../../Test_Data/p026/Tiles_156/p026_4_0.tiff,-0.5913934111595154,-0.0046190079301595,0.0148274134844541,-0.1290654987096786,0.1668980866670608,0.7382344603538513,-0.2135191410779953,-0.1182742789387703,-0.1182742789387703,0.0004442653153091,-0.2366759181022644,-0.2366759181022644,0.4062905311584472,0.3156383335590362,0.31563833355903625
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,p026_5_0.tiff,0.0031451477277802,858,78,../../Test_Data/p026/Tiles_156/p026_5_0.tiff,0.0966312289237976,0.4238510131835937,0.7123806476593018,0.3381357192993164,0.4547657370567322,1.2474414110183716,0.1585113853216171,0.4077841341495514,0.4077841341495514,0.0004442653153091,1.164905071258545,1.164905071258545,0.7304576635360718,0.4475350677967071,0.44753506779670715
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,p026_6_0.tiff,0.0031451477277802,1014,78,../../Test_Data/p026/Tiles_156/p026_6_0.tiff,0.3265330195426941,0.2715712189674377,0.3647956848144531,0.2705224156379699,0.373561143875122,0.2152168452739715,0.7222890853881836,0.3397015333175659,0.3397015333175659,0.0004442653153091,0.937504231929779,0.937504231929779,-0.1591507941484451,0.2957083582878113,0.2957083582878113
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,p026_8_0.tiff,-0.8992328891872867,1326,78,../../Test_Data/p026/Tiles_156/p026_8_0.tiff,-0.1020377427339553,0.2299141734838485,0.3570210635662079,0.1545775979757309,0.5136630535125732,0.4381748139858246,-0.162222608923912,0.2664884924888611,0.2664884924888611,0.0004442653153091,0.4311602115631103,0.4311602115631103,-0.2160005718469619,-0.029872965067625,-0.029872965067625046
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,p026_9_0.tiff,-0.8992328891872867,1482,78,../../Test_Data/p026/Tiles_156/p026_9_0.tiff,0.0313202254474163,0.1098115146160125,0.0369243845343589,0.296425998210907,0.0429728329181671,0.1279949247837066,0.7056102156639099,0.4397448301315307,0.4397448301315307,0.0004442653153091,0.8293906450271606,0.8293906450271606,0.5639662146568298,0.2547132968902588,0.2547132968902588
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,p026_10_0.tiff,-0.8992328891872867,1638,78,../../Test_Data/p026/Tiles_156/p026_10_0.tiff,0.1077530607581138,-0.2910696864128113,-0.2846596539020538,-0.0627888590097427,0.0538424402475357,0.7585477232933044,-0.2035178989171981,-0.1080148443579673,-0.1080148443579673,0.0004442653153091,1.0046234130859375,1.0046234130859375,-0.8918814659118652,0.0460776016116142,0.04607760161161423
